tract,yr_id,name,households
148.05,2022,"$125,000 to $149,999",240
148.05,2022,"$150,000 to $199,999",108
148.05,2022,"$200,000 or more",36
148.06,2020,"Less than $15,000",137
148.06,2020,"$15,000 to $29,999",230
148.06,2020,"$30,000 to $44,999",63
148.06,2020,"$45,000 to $59,999",138
148.06,2020,"$60,000 to $74,999",181
148.06,2020,"$75,000 to $99,999",145
148.06,2020,"$100,000 to $124,999",229
148.06,2020,"$125,000 to $149,999",85
148.06,2020,"$150,000 to $199,999",1
148.06,2020,"$200,000 or more",93
148.06,2021,"Less than $15,000",218
148.06,2021,"$15,000 to $29,999",268
148.06,2021,"$30,000 to $44,999",50
148.06,2021,"$45,000 to $59,999",185
148.06,2021,"$60,000 to $74,999",77
148.06,2021,"$75,000 to $99,999",124
148.06,2021,"$100,000 to $124,999",234
148.06,2021,"$125,000 to $149,999",78
148.06,2021,"$150,000 to $199,999",0
148.06,2021,"$200,000 or more",107
148.06,2022,"Less than $15,000",167
148.06,2022,"$15,000 to $29,999",285
148.06,2022,"$30,000 to $44,999",56
148.06,2022,"$45,000 to $59,999",220
148.06,2022,"$60,000 to $74,999",77
148.06,2022,"$75,000 to $99,999",124
148.06,2022,"$100,000 to $124,999",224
148.06,2022,"$125,000 to $149,999",73
148.06,2022,"$150,000 to $199,999",1
148.06,2022,"$200,000 or more",114
149.01,2020,"Less than $15,000",54
149.01,2020,"$15,000 to $29,999",294
149.01,2020,"$30,000 to $44,999",151
149.01,2020,"$45,000 to $59,999",184
149.01,2020,"$60,000 to $74,999",88
149.01,2020,"$75,000 to $99,999",199
149.01,2020,"$100,000 to $124,999",136
149.01,2020,"$125,000 to $149,999",118
149.01,2020,"$150,000 to $199,999",198
149.01,2020,"$200,000 or more",377
149.01,2021,"Less than $15,000",45
149.01,2021,"$15,000 to $29,999",265
149.01,2021,"$30,000 to $44,999",205
149.01,2021,"$45,000 to $59,999",230
149.01,2021,"$60,000 to $74,999",140
149.01,2021,"$75,000 to $99,999",206
149.01,2021,"$100,000 to $124,999",191
149.01,2021,"$125,000 to $149,999",29
149.01,2021,"$150,000 to $199,999",149
149.01,2021,"$200,000 or more",382
149.01,2022,"Less than $15,000",30
149.01,2022,"$15,000 to $29,999",266
149.01,2022,"$30,000 to $44,999",220
149.01,2022,"$45,000 to $59,999",264
149.01,2022,"$60,000 to $74,999",130
149.01,2022,"$75,000 to $99,999",202
149.01,2022,"$100,000 to $124,999",183
149.01,2022,"$125,000 to $149,999",24
149.01,2022,"$150,000 to $199,999",150
149.01,2022,"$200,000 or more",376
149.02,2020,"Less than $15,000",173
149.02,2020,"$15,000 to $29,999",105
149.02,2020,"$30,000 to $44,999",81
149.02,2020,"$45,000 to $59,999",172
149.02,2020,"$60,000 to $74,999",177
149.02,2020,"$75,000 to $99,999",273
149.02,2020,"$100,000 to $124,999",147
149.02,2020,"$125,000 to $149,999",158
149.02,2020,"$150,000 to $199,999",104
149.02,2020,"$200,000 or more",108
149.02,2021,"Less than $15,000",121
149.02,2021,"$15,000 to $29,999",172
149.02,2021,"$30,000 to $44,999",146
149.02,2021,"$45,000 to $59,999",172
149.02,2021,"$60,000 to $74,999",145
149.02,2021,"$75,000 to $99,999",297
149.02,2021,"$100,000 to $124,999",196
149.02,2021,"$125,000 to $149,999",51
149.02,2021,"$150,000 to $199,999",124
149.02,2021,"$200,000 or more",80
149.02,2022,"Less than $15,000",91
149.02,2022,"$15,000 to $29,999",178
149.02,2022,"$30,000 to $44,999",158
149.02,2022,"$45,000 to $59,999",201
149.02,2022,"$60,000 to $74,999",145
149.02,2022,"$75,000 to $99,999",291
149.02,2022,"$100,000 to $124,999",190
149.02,2022,"$125,000 to $149,999",38
149.02,2022,"$150,000 to $199,999",134
149.02,2022,"$200,000 or more",80
15,2020,"Less than $15,000",55
15,2020,"$15,000 to $29,999",100
15,2020,"$30,000 to $44,999",164
15,2020,"$45,000 to $59,999",121
15,2020,"$60,000 to $74,999",143
15,2020,"$75,000 to $99,999",289
15,2020,"$100,000 to $124,999",217
15,2020,"$125,000 to $149,999",257
15,2020,"$150,000 to $199,999",233
15,2020,"$200,000 or more",387
15,2021,"Less than $15,000",37
15,2021,"$15,000 to $29,999",145
15,2021,"$30,000 to $44,999",213
15,2021,"$45,000 to $59,999",125
15,2021,"$60,000 to $74,999",99
15,2021,"$75,000 to $99,999",341
15,2021,"$100,000 to $124,999",168
15,2021,"$125,000 to $149,999",269
15,2021,"$150,000 to $199,999",237
15,2021,"$200,000 or more",323
15,2022,"Less than $15,000",16
15,2022,"$15,000 to $29,999",146
15,2022,"$30,000 to $44,999",231
15,2022,"$45,000 to $59,999",156
15,2022,"$60,000 to $74,999",87
15,2022,"$75,000 to $99,999",325
15,2022,"$100,000 to $124,999",163
15,2022,"$125,000 to $149,999",263
15,2022,"$150,000 to $199,999",249
15,2022,"$200,000 or more",326
150.01,2020,"Less than $15,000",151
150.01,2020,"$15,000 to $29,999",176
150.01,2020,"$30,000 to $44,999",29
150.01,2020,"$45,000 to $59,999",181
150.01,2020,"$60,000 to $74,999",186
150.01,2020,"$75,000 to $99,999",258
150.01,2020,"$100,000 to $124,999",93
150.01,2020,"$125,000 to $149,999",122
150.01,2020,"$150,000 to $199,999",234
150.01,2020,"$200,000 or more",310
150.01,2021,"Less than $15,000",179
150.01,2021,"$15,000 to $29,999",184
150.01,2021,"$30,000 to $44,999",25
150.01,2021,"$45,000 to $59,999",114
150.01,2021,"$60,000 to $74,999",174
150.01,2021,"$75,000 to $99,999",199
150.01,2021,"$100,000 to $124,999",138
150.01,2021,"$125,000 to $149,999",70
150.01,2021,"$150,000 to $199,999",241
150.01,2021,"$200,000 or more",416
150.01,2022,"Less than $15,000",140
150.01,2022,"$15,000 to $29,999",194
150.01,2022,"$30,000 to $44,999",27
150.01,2022,"$45,000 to $59,999",130
150.01,2022,"$60,000 to $74,999",171
150.01,2022,"$75,000 to $99,999",198
150.01,2022,"$100,000 to $124,999",136
150.01,2022,"$125,000 to $149,999",66
150.01,2022,"$150,000 to $199,999",254
150.01,2022,"$200,000 or more",430
150.02,2020,"Less than $15,000",53
150.02,2020,"$15,000 to $29,999",162
150.02,2020,"$30,000 to $44,999",201
150.02,2020,"$45,000 to $59,999",270
150.02,2020,"$60,000 to $74,999",32
150.02,2020,"$75,000 to $99,999",164
150.02,2020,"$100,000 to $124,999",82
150.02,2020,"$125,000 to $149,999",0
150.02,2020,"$150,000 to $199,999",33
150.02,2020,"$200,000 or more",0
150.02,2021,"Less than $15,000",53
150.02,2021,"$15,000 to $29,999",126
150.02,2021,"$30,000 to $44,999",95
150.02,2021,"$45,000 to $59,999",380
150.02,2021,"$60,000 to $74,999",53
150.02,2021,"$75,000 to $99,999",173
150.02,2021,"$100,000 to $124,999",85
150.02,2021,"$125,000 to $149,999",0
150.02,2021,"$150,000 to $199,999",60
150.02,2021,"$200,000 or more",0
150.02,2022,"Less than $15,000",37
150.02,2022,"$15,000 to $29,999",124
150.02,2022,"$30,000 to $44,999",98
150.02,2022,"$45,000 to $59,999",415
150.02,2022,"$60,000 to $74,999",51
150.02,2022,"$75,000 to $99,999",164
150.02,2022,"$100,000 to $124,999",76
150.02,2022,"$125,000 to $149,999",0
150.02,2022,"$150,000 to $199,999",58
150.02,2022,"$200,000 or more",0
151,2020,"Less than $15,000",48
151,2020,"$15,000 to $29,999",193
151,2020,"$30,000 to $44,999",125
151,2020,"$45,000 to $59,999",153
151,2020,"$60,000 to $74,999",246
151,2020,"$75,000 to $99,999",378
151,2020,"$100,000 to $124,999",248
151,2020,"$125,000 to $149,999",134
151,2020,"$150,000 to $199,999",175
151,2020,"$200,000 or more",281
151,2021,"Less than $15,000",39
151,2021,"$15,000 to $29,999",147
151,2021,"$30,000 to $44,999",187
151,2021,"$45,000 to $59,999",153
151,2021,"$60,000 to $74,999",163
151,2021,"$75,000 to $99,999",481
151,2021,"$100,000 to $124,999",264
151,2021,"$125,000 to $149,999",98
151,2021,"$150,000 to $199,999",247
151,2021,"$200,000 or more",251
151,2022,"Less than $15,000",25
151,2022,"$15,000 to $29,999",150
151,2022,"$30,000 to $44,999",201
151,2022,"$45,000 to $59,999",180
151,2022,"$60,000 to $74,999",155
151,2022,"$75,000 to $99,999",469
151,2022,"$100,000 to $124,999",253
151,2022,"$125,000 to $149,999",91
151,2022,"$150,000 to $199,999",250
151,2022,"$200,000 or more",261
152,2020,"Less than $15,000",21
152,2020,"$15,000 to $29,999",51
152,2020,"$30,000 to $44,999",41
152,2020,"$45,000 to $59,999",41
152,2020,"$60,000 to $74,999",40
152,2020,"$75,000 to $99,999",108
152,2020,"$100,000 to $124,999",152
152,2020,"$125,000 to $149,999",218
152,2020,"$150,000 to $199,999",213
152,2020,"$200,000 or more",568
152,2021,"Less than $15,000",41
152,2021,"$15,000 to $29,999",62
152,2021,"$30,000 to $44,999",33
152,2021,"$45,000 to $59,999",4
152,2021,"$60,000 to $74,999",30
152,2021,"$75,000 to $99,999",161
152,2021,"$100,000 to $124,999",128
152,2021,"$125,000 to $149,999",277
152,2021,"$150,000 to $199,999",211
152,2021,"$200,000 or more",537
152,2022,"Less than $15,000",15
152,2022,"$15,000 to $29,999",56
152,2022,"$30,000 to $44,999",55
152,2022,"$45,000 to $59,999",16
152,2022,"$60,000 to $74,999",35
152,2022,"$75,000 to $99,999",157
152,2022,"$100,000 to $124,999",121
152,2022,"$125,000 to $149,999",269
152,2022,"$150,000 to $199,999",216
152,2022,"$200,000 or more",553
153.01,2020,"Less than $15,000",140
153.01,2020,"$15,000 to $29,999",149
153.01,2020,"$30,000 to $44,999",23
153.01,2020,"$45,000 to $59,999",144
153.01,2020,"$60,000 to $74,999",56
153.01,2020,"$75,000 to $99,999",123
153.01,2020,"$100,000 to $124,999",120
153.01,2020,"$125,000 to $149,999",119
153.01,2020,"$150,000 to $199,999",66
153.01,2020,"$200,000 or more",132
153.01,2021,"Less than $15,000",178
153.01,2021,"$15,000 to $29,999",137
153.01,2021,"$30,000 to $44,999",85
153.01,2021,"$45,000 to $59,999",129
153.01,2021,"$60,000 to $74,999",78
153.01,2021,"$75,000 to $99,999",65
153.01,2021,"$100,000 to $124,999",140
153.01,2021,"$125,000 to $149,999",107
153.01,2021,"$150,000 to $199,999",60
153.01,2021,"$200,000 or more",93
153.01,2022,"Less than $15,000",136
153.01,2022,"$15,000 to $29,999",146
153.01,2022,"$30,000 to $44,999",92
153.01,2022,"$45,000 to $59,999",154
153.01,2022,"$60,000 to $74,999",77
153.01,2022,"$75,000 to $99,999",65
153.01,2022,"$100,000 to $124,999",136
153.01,2022,"$125,000 to $149,999",107
153.01,2022,"$150,000 to $199,999",67
153.01,2022,"$200,000 or more",96
153.02,2020,"Less than $15,000",22
153.02,2020,"$15,000 to $29,999",140
153.02,2020,"$30,000 to $44,999",164
153.02,2020,"$45,000 to $59,999",28
153.02,2020,"$60,000 to $74,999",95
153.02,2020,"$75,000 to $99,999",95
153.02,2020,"$100,000 to $124,999",182
153.02,2020,"$125,000 to $149,999",154
153.02,2020,"$150,000 to $199,999",143
153.02,2020,"$200,000 or more",430
153.02,2021,"Less than $15,000",4
153.02,2021,"$15,000 to $29,999",128
153.02,2021,"$30,000 to $44,999",142
153.02,2021,"$45,000 to $59,999",109
153.02,2021,"$60,000 to $74,999",113
153.02,2021,"$75,000 to $99,999",82
153.02,2021,"$100,000 to $124,999",157
153.02,2021,"$125,000 to $149,999",125
153.02,2021,"$150,000 to $199,999",151
153.02,2021,"$200,000 or more",453
153.02,2022,"Less than $15,000",1
153.02,2022,"$15,000 to $29,999",117
153.02,2022,"$30,000 to $44,999",159
153.02,2022,"$45,000 to $59,999",132
153.02,2022,"$60,000 to $74,999",106
153.02,2022,"$75,000 to $99,999",70
153.02,2022,"$100,000 to $124,999",146
153.02,2022,"$125,000 to $149,999",126
153.02,2022,"$150,000 to $199,999",154
153.02,2022,"$200,000 or more",458
154.03,2020,"Less than $15,000",16
154.03,2020,"$15,000 to $29,999",19
154.03,2020,"$30,000 to $44,999",15
154.03,2020,"$45,000 to $59,999",60
154.03,2020,"$60,000 to $74,999",23
154.03,2020,"$75,000 to $99,999",39
154.03,2020,"$100,000 to $124,999",132
154.03,2020,"$125,000 to $149,999",91
154.03,2020,"$150,000 to $199,999",93
154.03,2020,"$200,000 or more",382
154.03,2021,"Less than $15,000",9
154.03,2021,"$15,000 to $29,999",28
154.03,2021,"$30,000 to $44,999",24
154.03,2021,"$45,000 to $59,999",31
154.03,2021,"$60,000 to $74,999",47
154.03,2021,"$75,000 to $99,999",75
154.03,2021,"$100,000 to $124,999",95
154.03,2021,"$125,000 to $149,999",130
154.03,2021,"$150,000 to $199,999",79
154.03,2021,"$200,000 or more",371
154.03,2022,"Less than $15,000",1
154.03,2022,"$15,000 to $29,999",23
154.03,2022,"$30,000 to $44,999",31
154.03,2022,"$45,000 to $59,999",50
154.03,2022,"$60,000 to $74,999",47
154.03,2022,"$75,000 to $99,999",75
154.03,2022,"$100,000 to $124,999",83
154.03,2022,"$125,000 to $149,999",120
154.03,2022,"$150,000 to $199,999",80
154.03,2022,"$200,000 or more",383
154.05,2020,"Less than $15,000",113
154.05,2020,"$15,000 to $29,999",7
154.05,2020,"$30,000 to $44,999",92
154.05,2020,"$45,000 to $59,999",98
154.05,2020,"$60,000 to $74,999",99
154.05,2020,"$75,000 to $99,999",302
154.05,2020,"$100,000 to $124,999",206
154.05,2020,"$125,000 to $149,999",266
154.05,2020,"$150,000 to $199,999",204
154.05,2020,"$200,000 or more",618
154.05,2021,"Less than $15,000",121
154.05,2021,"$15,000 to $29,999",15
154.05,2021,"$30,000 to $44,999",39
154.05,2021,"$45,000 to $59,999",113
154.05,2021,"$60,000 to $74,999",98
154.05,2021,"$75,000 to $99,999",248
154.05,2021,"$100,000 to $124,999",311
154.05,2021,"$125,000 to $149,999",183
154.05,2021,"$150,000 to $199,999",272
154.05,2021,"$200,000 or more",605
154.05,2022,"Less than $15,000",79
154.05,2022,"$15,000 to $29,999",13
154.05,2022,"$30,000 to $44,999",58
154.05,2022,"$45,000 to $59,999",132
154.05,2022,"$60,000 to $74,999",97
154.05,2022,"$75,000 to $99,999",243
154.05,2022,"$100,000 to $124,999",291
154.05,2022,"$125,000 to $149,999",184
154.05,2022,"$150,000 to $199,999",284
154.05,2022,"$200,000 or more",627
154.06,2020,"Less than $15,000",15
154.06,2020,"$15,000 to $29,999",6
154.06,2020,"$30,000 to $44,999",20
154.06,2020,"$45,000 to $59,999",24
154.06,2020,"$60,000 to $74,999",42
154.06,2020,"$75,000 to $99,999",113
154.06,2020,"$100,000 to $124,999",102
154.06,2020,"$125,000 to $149,999",96
154.06,2020,"$150,000 to $199,999",75
154.06,2020,"$200,000 or more",316
154.06,2021,"Less than $15,000",14
154.06,2021,"$15,000 to $29,999",6
154.06,2021,"$30,000 to $44,999",22
154.06,2021,"$45,000 to $59,999",34
154.06,2021,"$60,000 to $74,999",28
154.06,2021,"$75,000 to $99,999",111
154.06,2021,"$100,000 to $124,999",113
154.06,2021,"$125,000 to $149,999",101
154.06,2021,"$150,000 to $199,999",98
154.06,2021,"$200,000 or more",305
154.06,2022,"Less than $15,000",8
154.06,2022,"$15,000 to $29,999",9
154.06,2022,"$30,000 to $44,999",23
154.06,2022,"$45,000 to $59,999",47
154.06,2022,"$60,000 to $74,999",27
154.06,2022,"$75,000 to $99,999",108
154.06,2022,"$100,000 to $124,999",102
154.06,2022,"$125,000 to $149,999",98
154.06,2022,"$150,000 to $199,999",100
154.06,2022,"$200,000 or more",314
154.07,2020,"Less than $15,000",185
154.07,2020,"$15,000 to $29,999",247
154.07,2020,"$30,000 to $44,999",102
154.07,2020,"$45,000 to $59,999",169
154.07,2020,"$60,000 to $74,999",227
154.07,2020,"$75,000 to $99,999",333
154.07,2020,"$100,000 to $124,999",0
154.07,2020,"$125,000 to $149,999",26
154.07,2020,"$150,000 to $199,999",32
154.07,2020,"$200,000 or more",0
154.07,2021,"Less than $15,000",186
154.07,2021,"$15,000 to $29,999",267
154.07,2021,"$30,000 to $44,999",157
154.07,2021,"$45,000 to $59,999",177
154.07,2021,"$60,000 to $74,999",150
154.07,2021,"$75,000 to $99,999",235
154.07,2021,"$100,000 to $124,999",80
154.07,2021,"$125,000 to $149,999",26
154.07,2021,"$150,000 to $199,999",54
154.07,2021,"$200,000 or more",0
154.07,2022,"Less than $15,000",142
154.07,2022,"$15,000 to $29,999",287
154.07,2022,"$30,000 to $44,999",172
154.07,2022,"$45,000 to $59,999",208
154.07,2022,"$60,000 to $74,999",151
154.07,2022,"$75,000 to $99,999",235
154.07,2022,"$100,000 to $124,999",76
154.07,2022,"$125,000 to $149,999",25
154.07,2022,"$150,000 to $199,999",57
154.07,2022,"$200,000 or more",0
154.08,2020,"Less than $15,000",68
154.08,2020,"$15,000 to $29,999",129
154.08,2020,"$30,000 to $44,999",75
154.08,2020,"$45,000 to $59,999",140
154.08,2020,"$60,000 to $74,999",91
154.08,2020,"$75,000 to $99,999",174
154.08,2020,"$100,000 to $124,999",107
154.08,2020,"$125,000 to $149,999",146
154.08,2020,"$150,000 to $199,999",241
154.08,2020,"$200,000 or more",227
154.08,2021,"Less than $15,000",100
154.08,2021,"$15,000 to $29,999",177
154.08,2021,"$30,000 to $44,999",46
154.08,2021,"$45,000 to $59,999",155
154.08,2021,"$60,000 to $74,999",75
154.08,2021,"$75,000 to $99,999",182
154.08,2021,"$100,000 to $124,999",85
154.08,2021,"$125,000 to $149,999",167
154.08,2021,"$150,000 to $199,999",126
154.08,2021,"$200,000 or more",285
154.08,2022,"Less than $15,000",67
154.08,2022,"$15,000 to $29,999",187
154.08,2022,"$30,000 to $44,999",42
154.08,2022,"$45,000 to $59,999",179
154.08,2022,"$60,000 to $74,999",76
154.08,2022,"$75,000 to $99,999",179
154.08,2022,"$100,000 to $124,999",87
154.08,2022,"$125,000 to $149,999",166
154.08,2022,"$150,000 to $199,999",131
154.08,2022,"$200,000 or more",288
155.01,2020,"Less than $15,000",65
155.01,2020,"$15,000 to $29,999",123
155.01,2020,"$30,000 to $44,999",142
155.01,2020,"$45,000 to $59,999",163
155.01,2020,"$60,000 to $74,999",63
155.01,2020,"$75,000 to $99,999",244
155.01,2020,"$100,000 to $124,999",369
155.01,2020,"$125,000 to $149,999",152
155.01,2020,"$150,000 to $199,999",245
155.01,2020,"$200,000 or more",271
155.01,2021,"Less than $15,000",44
155.01,2021,"$15,000 to $29,999",125
155.01,2021,"$30,000 to $44,999",122
155.01,2021,"$45,000 to $59,999",209
155.01,2021,"$60,000 to $74,999",136
155.01,2021,"$75,000 to $99,999",253
155.01,2021,"$100,000 to $124,999",286
155.01,2021,"$125,000 to $149,999",165
155.01,2021,"$150,000 to $199,999",251
155.01,2021,"$200,000 or more",274
155.01,2022,"Less than $15,000",27
155.01,2022,"$15,000 to $29,999",121
155.01,2022,"$30,000 to $44,999",133
155.01,2022,"$45,000 to $59,999",241
155.01,2022,"$60,000 to $74,999",130
155.01,2022,"$75,000 to $99,999",249
155.01,2022,"$100,000 to $124,999",271
155.01,2022,"$125,000 to $149,999",161
155.01,2022,"$150,000 to $199,999",258
155.01,2022,"$200,000 or more",280
155.02,2020,"Less than $15,000",37
155.02,2020,"$15,000 to $29,999",24
155.02,2020,"$30,000 to $44,999",113
155.02,2020,"$45,000 to $59,999",122
155.02,2020,"$60,000 to $74,999",52
155.02,2020,"$75,000 to $99,999",91
155.02,2020,"$100,000 to $124,999",132
155.02,2020,"$125,000 to $149,999",72
155.02,2020,"$150,000 to $199,999",134
155.02,2020,"$200,000 or more",281
155.02,2021,"Less than $15,000",11
155.02,2021,"$15,000 to $29,999",33
155.02,2021,"$30,000 to $44,999",133
155.02,2021,"$45,000 to $59,999",55
155.02,2021,"$60,000 to $74,999",117
155.02,2021,"$75,000 to $99,999",105
155.02,2021,"$100,000 to $124,999",110
155.02,2021,"$125,000 to $149,999",127
155.02,2021,"$150,000 to $199,999",154
155.02,2021,"$200,000 or more",241
155.02,2022,"Less than $15,000",8
155.02,2022,"$15,000 to $29,999",28
155.02,2022,"$30,000 to $44,999",141
155.02,2022,"$45,000 to $59,999",68
155.02,2022,"$60,000 to $74,999",109
155.02,2022,"$75,000 to $99,999",105
155.02,2022,"$100,000 to $124,999",106
155.02,2022,"$125,000 to $149,999",129
155.02,2022,"$150,000 to $199,999",158
155.02,2022,"$200,000 or more",242
156.01,2020,"Less than $15,000",387
156.01,2020,"$15,000 to $29,999",124
156.01,2020,"$30,000 to $44,999",53
156.01,2020,"$45,000 to $59,999",336
156.01,2020,"$60,000 to $74,999",128
156.01,2020,"$75,000 to $99,999",301
156.01,2020,"$100,000 to $124,999",177
156.01,2020,"$125,000 to $149,999",124
156.01,2020,"$150,000 to $199,999",115
156.01,2020,"$200,000 or more",321
156.01,2021,"Less than $15,000",446
156.01,2021,"$15,000 to $29,999",69
156.01,2021,"$30,000 to $44,999",183
156.01,2021,"$45,000 to $59,999",286
156.01,2021,"$60,000 to $74,999",114
156.01,2021,"$75,000 to $99,999",255
156.01,2021,"$100,000 to $124,999",192
156.01,2021,"$125,000 to $149,999",148
156.01,2021,"$150,000 to $199,999",102
156.01,2021,"$200,000 or more",272
156.01,2022,"Less than $15,000",343
156.01,2022,"$15,000 to $29,999",70
156.01,2022,"$30,000 to $44,999",205
156.01,2022,"$45,000 to $59,999",343
156.01,2022,"$60,000 to $74,999",115
156.01,2022,"$75,000 to $99,999",259
156.01,2022,"$100,000 to $124,999",192
156.01,2022,"$125,000 to $149,999",146
156.01,2022,"$150,000 to $199,999",107
156.01,2022,"$200,000 or more",288
156.02,2020,"Less than $15,000",27
156.02,2020,"$15,000 to $29,999",2
156.02,2020,"$30,000 to $44,999",73
156.02,2020,"$45,000 to $59,999",59
156.02,2020,"$60,000 to $74,999",33
156.02,2020,"$75,000 to $99,999",80
156.02,2020,"$100,000 to $124,999",67
156.02,2020,"$125,000 to $149,999",70
156.02,2020,"$150,000 to $199,999",73
156.02,2020,"$200,000 or more",294
156.02,2021,"Less than $15,000",23
156.02,2021,"$15,000 to $29,999",51
156.02,2021,"$30,000 to $44,999",57
156.02,2021,"$45,000 to $59,999",21
156.02,2021,"$60,000 to $74,999",50
156.02,2021,"$75,000 to $99,999",71
156.02,2021,"$100,000 to $124,999",67
156.02,2021,"$125,000 to $149,999",82
156.02,2021,"$150,000 to $199,999",74
156.02,2021,"$200,000 or more",292
156.02,2022,"Less than $15,000",9
156.02,2022,"$15,000 to $29,999",41
156.02,2022,"$30,000 to $44,999",61
156.02,2022,"$45,000 to $59,999",36
156.02,2022,"$60,000 to $74,999",47
156.02,2022,"$75,000 to $99,999",69
156.02,2022,"$100,000 to $124,999",63
156.02,2022,"$125,000 to $149,999",83
156.02,2022,"$150,000 to $199,999",76
156.02,2022,"$200,000 or more",306
157.01,2020,"Less than $15,000",479
157.01,2020,"$15,000 to $29,999",607
157.01,2020,"$30,000 to $44,999",276
157.01,2020,"$45,000 to $59,999",297
157.01,2020,"$60,000 to $74,999",179
157.01,2020,"$75,000 to $99,999",231
157.01,2020,"$100,000 to $124,999",86
157.01,2020,"$125,000 to $149,999",42
157.01,2020,"$150,000 to $199,999",13
157.01,2020,"$200,000 or more",0
157.01,2021,"Less than $15,000",383
157.01,2021,"$15,000 to $29,999",650
157.01,2021,"$30,000 to $44,999",290
157.01,2021,"$45,000 to $59,999",329
157.01,2021,"$60,000 to $74,999",220
157.01,2021,"$75,000 to $99,999",185
157.01,2021,"$100,000 to $124,999",105
157.01,2021,"$125,000 to $149,999",21
157.01,2021,"$150,000 to $199,999",27
157.01,2021,"$200,000 or more",9
157.01,2022,"Less than $15,000",284
157.01,2022,"$15,000 to $29,999",673
157.01,2022,"$30,000 to $44,999",318
157.01,2022,"$45,000 to $59,999",392
157.01,2022,"$60,000 to $74,999",216
157.01,2022,"$75,000 to $99,999",185
157.01,2022,"$100,000 to $124,999",98
157.01,2022,"$125,000 to $149,999",20
157.01,2022,"$150,000 to $199,999",27
157.01,2022,"$200,000 or more",8
157.04,2020,"Less than $15,000",113
157.04,2020,"$15,000 to $29,999",273
157.04,2020,"$30,000 to $44,999",218
157.04,2020,"$45,000 to $59,999",170
157.04,2020,"$60,000 to $74,999",146
157.04,2020,"$75,000 to $99,999",215
157.04,2020,"$100,000 to $124,999",81
157.04,2020,"$125,000 to $149,999",54
157.04,2020,"$150,000 to $199,999",21
157.04,2020,"$200,000 or more",85
157.04,2021,"Less than $15,000",126
157.04,2021,"$15,000 to $29,999",139
157.04,2021,"$30,000 to $44,999",341
157.04,2021,"$45,000 to $59,999",151
157.04,2021,"$60,000 to $74,999",166
157.04,2021,"$75,000 to $99,999",220
157.04,2021,"$100,000 to $124,999",108
157.04,2021,"$125,000 to $149,999",48
157.04,2021,"$150,000 to $199,999",19
157.04,2021,"$200,000 or more",62
157.04,2022,"Less than $15,000",94
157.04,2022,"$15,000 to $29,999",141
157.04,2022,"$30,000 to $44,999",365
157.04,2022,"$45,000 to $59,999",176
157.04,2022,"$60,000 to $74,999",165
157.04,2022,"$75,000 to $99,999",211
157.04,2022,"$100,000 to $124,999",101
157.04,2022,"$125,000 to $149,999",45
157.04,2022,"$150,000 to $199,999",20
157.04,2022,"$200,000 or more",63
157.05,2020,"Less than $15,000",276
157.05,2020,"$15,000 to $29,999",234
157.05,2020,"$30,000 to $44,999",209
157.05,2020,"$45,000 to $59,999",164
157.05,2020,"$60,000 to $74,999",157
157.05,2020,"$75,000 to $99,999",182
157.05,2020,"$100,000 to $124,999",72
157.05,2020,"$125,000 to $149,999",66
157.05,2020,"$150,000 to $199,999",27
157.05,2020,"$200,000 or more",0
157.05,2021,"Less than $15,000",261
157.05,2021,"$15,000 to $29,999",252
157.05,2021,"$30,000 to $44,999",171
157.05,2021,"$45,000 to $59,999",176
157.05,2021,"$60,000 to $74,999",193
157.05,2021,"$75,000 to $99,999",187
157.05,2021,"$100,000 to $124,999",55
157.05,2021,"$125,000 to $149,999",78
157.05,2021,"$150,000 to $199,999",22
157.05,2021,"$200,000 or more",0
157.05,2022,"Less than $15,000",199
157.05,2022,"$15,000 to $29,999",272
157.05,2022,"$30,000 to $44,999",189
157.05,2022,"$45,000 to $59,999",212
157.05,2022,"$60,000 to $74,999",195
157.05,2022,"$75,000 to $99,999",189
157.05,2022,"$100,000 to $124,999",50
157.05,2022,"$125,000 to $149,999",78
157.05,2022,"$150,000 to $199,999",23
157.05,2022,"$200,000 or more",0
157.06,2020,"Less than $15,000",338
157.06,2020,"$15,000 to $29,999",159
157.06,2020,"$30,000 to $44,999",139
157.06,2020,"$45,000 to $59,999",49
157.06,2020,"$60,000 to $74,999",75
157.06,2020,"$75,000 to $99,999",43
157.06,2020,"$100,000 to $124,999",21
157.06,2020,"$125,000 to $149,999",0
157.06,2020,"$150,000 to $199,999",58
157.06,2020,"$200,000 or more",0
157.06,2021,"Less than $15,000",331
157.06,2021,"$15,000 to $29,999",133
157.06,2021,"$30,000 to $44,999",264
157.06,2021,"$45,000 to $59,999",25
157.06,2021,"$60,000 to $74,999",91
157.06,2021,"$75,000 to $99,999",8
157.06,2021,"$100,000 to $124,999",10
157.06,2021,"$125,000 to $149,999",0
157.06,2021,"$150,000 to $199,999",24
157.06,2021,"$200,000 or more",0
157.06,2022,"Less than $15,000",263
157.06,2022,"$15,000 to $29,999",147
157.06,2022,"$30,000 to $44,999",308
157.06,2022,"$45,000 to $59,999",29
157.06,2022,"$60,000 to $74,999",95
157.06,2022,"$75,000 to $99,999",8
157.06,2022,"$100,000 to $124,999",9
157.06,2022,"$125,000 to $149,999",0
157.06,2022,"$150,000 to $199,999",27
157.06,2022,"$200,000 or more",0
158.01,2020,"Less than $15,000",264
